timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734350348892,183,Carga/images/logo-topbar.svg-110,200,,Carga Loguin 1-183,text,true,,16590,691,91,91,https://petstore.octoperf.com/images/logo-topbar.svg,183,0,0
1734350348893,183,Carga/images/cats_icon.gif-105,200,,Carga Loguin 1-215,bin,true,,702,689,91,91,https://petstore.octoperf.com/images/cats_icon.gif,183,0,0
1734350348355,721,Carga/actions/Catalog.action-97,200,,Carga Loguin 1-250,text,true,,5664,789,91,91,https://petstore.octoperf.com/actions/Catalog.action,721,0,541
1734350348893,183,Carga/css/jpetstore.css-98,200,,Carga Loguin 1-236,text,true,,6268,640,91,91,https://petstore.octoperf.com/css/jpetstore.css,183,0,0
1734350348892,187,Carga/images/cats_icon.gif-105,200,,Carga Loguin 1-211,bin,true,,702,689,91,91,https://petstore.octoperf.com/images/cats_icon.gif,187,0,0
1734350348735,362,Carga/images/splash.gif-101,200,,Carga Loguin 1-224,bin,true,,36395,686,91,91,https://petstore.octoperf.com/images/splash.gif,181,0,0
1734350349063,36,Carga/generate_204-96,204,No Content,Carga Loguin 1-265,,true,,127,310,91,91,http://www.gstatic.com/generate_204,0,0,17
1734350348743,366,Carga/images/splash.gif-101,200,,Carga Loguin 1-222,bin,true,,36395,686,91,91,https://petstore.octoperf.com/images/splash.gif,183,0,0
1734350348743,366,Carga/images/splash.gif-101,200,,Carga Loguin 1-223,bin,true,,36395,686,91,91,https://petstore.octoperf.com/images/splash.gif,182,0,0
1734350348743,366,Carga/images/splash.gif-101,200,,Carga Loguin 1-221,bin,true,,36395,686,91,91,https://petstore.octoperf.com/images/splash.gif,183,0,0
1734350349116,31,Carga/generate_204-96,204,No Content,Carga Loguin 1-266,,true,,127,310,92,92,http://www.gstatic.com/generate_204,0,0,16
1734350349165,36,Carga/generate_204-96,204,No Content,Carga Loguin 1-267,,true,,127,310,93,93,http://www.gstatic.com/generate_204,0,0,18
1734350349028,177,Carga/images/fish_icon.gif-104,200,,Carga Loguin 1-214,bin,true,,733,689,93,93,https://petstore.octoperf.com/images/fish_icon.gif,177,0,0
1734350349028,180,Carga/css/jpetstore.css-98,200,,Carga Loguin 1-240,text,true,,6268,640,93,93,https://petstore.octoperf.com/css/jpetstore.css,180,0,0
1734350349028,180,Carga/images/fish_icon.gif-104,200,,Carga Loguin 1-210,bin,true,,733,689,93,93,https://petstore.octoperf.com/images/fish_icon.gif,180,0,0
1734350349028,180,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-247,bin,true,,565,687,93,93,https://petstore.octoperf.com/images/sm_fish.gif,180,0,0
1734350349028,181,Carga/images/separator.gif-99,200,,Carga Loguin 1-245,bin,true,,338,689,93,93,https://petstore.octoperf.com/images/separator.gif,181,0,0
1734350349028,181,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-248,bin,true,,565,687,93,93,https://petstore.octoperf.com/images/sm_fish.gif,181,0,0
1734350349028,183,Carga/images/separator.gif-99,200,,Carga Loguin 1-244,bin,true,,338,689,93,93,https://petstore.octoperf.com/images/separator.gif,183,0,0
1734350349028,183,Carga/images/birds_icon.gif-106,200,,Carga Loguin 1-205,bin,true,,765,690,93,93,https://petstore.octoperf.com/images/birds_icon.gif,183,0,0
1734350349028,183,Carga/images/birds_icon.gif-106,200,,Carga Loguin 1-209,bin,true,,765,690,93,93,https://petstore.octoperf.com/images/birds_icon.gif,183,0,0
1734350349028,183,Carga/images/birds_icon.gif-106,200,,Carga Loguin 1-207,bin,true,,765,690,93,93,https://petstore.octoperf.com/images/birds_icon.gif,183,0,0
1734350349028,183,Carga/images/sm_reptiles.gif-109,200,,Carga Loguin 1-200,bin,true,,692,691,93,93,https://petstore.octoperf.com/images/sm_reptiles.gif,183,0,0
1734350349028,183,Carga/images/cart.gif-111,200,,Carga Loguin 1-188,bin,true,,1956,684,93,93,https://petstore.octoperf.com/images/cart.gif,183,0,0
1734350349028,183,Carga/images/cart.gif-111,200,,Carga Loguin 1-189,bin,true,,1956,684,93,93,https://petstore.octoperf.com/images/cart.gif,183,0,0
1734350349028,183,Carga/images/birds_icon.gif-106,200,,Carga Loguin 1-206,bin,true,,765,690,93,93,https://petstore.octoperf.com/images/birds_icon.gif,183,0,0
1734350349028,183,Carga/images/sm_dogs.gif-112,200,,Carga Loguin 1-198,bin,true,,600,687,93,93,https://petstore.octoperf.com/images/sm_dogs.gif,183,0,0
1734350349028,183,Carga/images/cart.gif-111,200,,Carga Loguin 1-192,bin,true,,1956,684,93,93,https://petstore.octoperf.com/images/cart.gif,183,0,0
1734350349028,184,Carga/images/dogs_icon.gif-108,200,,Carga Loguin 1-213,bin,true,,762,689,93,93,https://petstore.octoperf.com/images/dogs_icon.gif,184,0,0
1734350349028,185,Loguin/actions/Catalog.action-115,200,,Carga Loguin 1-175,text,true,,4973,898,93,93,https://petstore.octoperf.com/actions/Catalog.action,185,0,0
1734350349028,185,Carga/images/cart.gif-111,200,,Carga Loguin 1-190,bin,true,,1956,684,93,93,https://petstore.octoperf.com/images/cart.gif,185,0,0
1734350349028,185,Carga/images/logo-topbar.svg-110,200,,Carga Loguin 1-186,text,true,,16590,691,93,93,https://petstore.octoperf.com/images/logo-topbar.svg,184,0,0
1734350349028,184,Carga/images/separator.gif-99,200,,Carga Loguin 1-241,bin,true,,338,689,93,93,https://petstore.octoperf.com/images/separator.gif,184,0,0
1734350349028,185,Carga/images/sm_dogs.gif-112,200,,Carga Loguin 1-195,bin,true,,600,687,93,93,https://petstore.octoperf.com/images/sm_dogs.gif,185,0,0
1734350349028,185,Carga/images/separator.gif-99,200,,Carga Loguin 1-242,bin,true,,338,689,93,93,https://petstore.octoperf.com/images/separator.gif,185,0,0
1734350349028,185,Carga/images/separator.gif-99,200,,Carga Loguin 1-243,bin,true,,338,689,93,93,https://petstore.octoperf.com/images/separator.gif,185,0,0
1734350349028,185,Carga/images/dogs_icon.gif-108,200,,Carga Loguin 1-216,bin,true,,762,689,93,93,https://petstore.octoperf.com/images/dogs_icon.gif,185,0,0
1734350349028,185,Carga/images/dogs_icon.gif-108,200,,Carga Loguin 1-212,bin,true,,762,689,93,93,https://petstore.octoperf.com/images/dogs_icon.gif,185,0,0
